Date/Time,InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Hourly)
 01/01  01:00:00,58593492,247974269
 01/01  02:00:00,58593492,254166757.2
 01/01  03:00:00,58593492,262186094.8
 01/01  04:00:00,58593492,264481088.4
 01/01  05:00:00,58593492,266694056.9
 01/01  06:00:00,58593492,267165249.4
 01/01  07:00:00,58593492,269634541
 01/01  08:00:00,53619280.57,237067914.6
 01/01  09:00:00,38823856.09,199727083.8
 01/01  10:00:00,36294271.55,188521571.6
 01/01  11:00:00,35444249.52,187725340.7
 01/01  12:00:00,35323531.4,190081769.8
 01/01  13:00:00,35366208.9,187664324.5
 01/01  14:00:00,35450310.08,187941503.4
 01/01  15:00:00,35966559.08,194601142.4
 01/01  16:00:00,37238930.79,198420671.8
 01/01  17:00:00,54514498.11,213089536
 01/01  18:00:00,58593492,248622742.1
 01/01  19:00:00,58593492,248562465.8
 01/01  20:00:00,58593492,249291338.3
 01/01  21:00:00,58593492,249150125.2
 01/01  22:00:00,58593492,248685748.5
 01/01  23:00:00,58593492,248073543.5
 01/01  24:00:00,58593492,250536849.4
 01/02  01:00:00,58593492,248013687.7
 01/02  02:00:00,58593492,252484820.5
 01/02  03:00:00,58593492,262154963.2
 01/02  04:00:00,58593492,268203522.5
 01/02  05:00:00,58593492,264934837.6
 01/02  06:00:00,58593492,269029317
 01/02  07:00:00,58593492,295204899.3
 01/02  08:00:00,282735689.6,494520282.8
 01/02  09:00:00,204402212.2,630515067.6
 01/02  10:00:00,190605594,615924792.6
 01/02  11:00:00,187330556.7,635262117.7
 01/02  12:00:00,187255477.6,649402993.5
 01/02  13:00:00,187511939.5,651409202.3
 01/02  14:00:00,187129430,637431347.7
 01/02  15:00:00,190358034.3,627928431.3
 01/02  16:00:00,196316636.9,618558083
 01/02  17:00:00,289497770.5,713650409
 01/02  18:00:00,310200840,541471901.6
 01/02  19:00:00,310200840,541683126.3
 01/02  20:00:00,310200840,542629724.9
 01/02  21:00:00,310200840,542687177.7
 01/02  22:00:00,58593492,248586877.7
 01/02  23:00:00,58593492,248131427.7
 01/02  24:00:00,58593492,250753229.9
 01/03  01:00:00,58593492,248149582
 01/03  02:00:00,58593492,248160338.8
 01/03  03:00:00,58593492,248225067.9
 01/03  04:00:00,58593492,248317427.5
 01/03  05:00:00,58593492,252415332.7
 01/03  06:00:00,58593492,251657987.7
 01/03  07:00:00,58593492,295768143.1
 01/03  08:00:00,281536174.6,489787293.1
 01/03  09:00:00,204629959.4,629982519.9
 01/03  10:00:00,190309625.6,619914034.7
 01/03  11:00:00,187234506.5,630819915.8
 01/03  12:00:00,186738642.2,647351443.4
 01/03  13:00:00,187221615.2,667285174.4
 01/03  14:00:00,187471629.3,665189143.1
